media_type,channel_name,is_public_channel,year,women_expression_rate,speech_rate,nb_hours_analyzed
radio,Chérie FM,False,2002,47.10994424236209,15.738694355458852,718.0
radio,Chérie FM,False,2003,46.03444471353921,16.250258185942855,1617.0
radio,Chérie FM,False,2004,48.383607470997276,15.035449792785865,1644.0
radio,Chérie FM,False,2005,45.45162674591405,16.063777716161454,1624.0
radio,Chérie FM,False,2006,47.81930725989837,15.602842103982228,1604.0
radio,Chérie FM,False,2007,43.94302035045671,15.672456051660472,1571.0
radio,Chérie FM,False,2008,51.39922002110472,17.538002781930835,1663.0
radio,Chérie FM,False,2009,49.95436887273718,15.931910989320668,1677.0
radio,Chérie FM,False,2010,48.06286688394447,15.948171474517942,1585.0
radio,Chérie FM,False,2011,47.83215331479781,17.981123963808614,1601.0
radio,Chérie FM,False,2012,51.89108385882666,18.3779913059846,1636.0
radio,Chérie FM,False,2013,54.119721666465516,20.891884917495258,1658.0
radio,Chérie FM,False,2014,50.302610561492955,18.14301169443178,1699.0
radio,Chérie FM,False,2015,51.22796481514281,22.28877114862192,1616.0
radio,Chérie FM,False,2016,51.1705051341857,21.628084750520216,1599.0
radio,Chérie FM,False,2017,53.087648830928735,19.57975860697652,1829.0
radio,Chérie FM,False,2018,52.14109768273819,18.504944965908045,2753.0
radio,Chérie FM,False,2019,48.675315574656416,18.217169989055183,1120.0
radio,Europe 1,False,2001,22.051852389558878,92.06169907150829,1622.0
radio,Europe 1,False,2002,24.267006847306977,93.03516172390913,1656.0
radio,Europe 1,False,2003,26.718574877676666,91.58520280440973,1626.0
radio,Europe 1,False,2004,23.684981245625156,91.82483487130261,1613.0
radio,Europe 1,False,2005,23.67489577214853,92.27594157074944,1604.0
radio,Europe 1,False,2006,25.4322486717997,92.45591471484485,1607.0
radio,Europe 1,False,2007,25.98819403652996,94.23676601007385,1675.0
radio,Europe 1,False,2008,26.29679839844971,93.56047100399054,1662.0
radio,Europe 1,False,2009,24.83838793071237,91.36523729878456,1601.0
radio,Europe 1,False,2010,26.79700518053025,90.72849279145649,1615.0
radio,Europe 1,False,2011,28.042712181069323,91.10234126136247,1611.0
radio,Europe 1,False,2012,30.137980725229596,91.21339778366206,1666.0
radio,Europe 1,False,2013,32.343932012018655,91.05777205778165,1589.0
radio,Europe 1,False,2014,31.06819366431403,92.21407417690551,1609.0
radio,Europe 1,False,2015,32.081066642915346,92.36254062734442,1612.0
radio,Europe 1,False,2016,33.94685205564997,89.3686842573936,1616.0
radio,Europe 1,False,2017,36.80892490440637,88.15957252646915,1852.0
radio,Europe 1,False,2018,39.15215807188105,89.31774950269055,2735.0
radio,Europe 1,False,2019,40.379329997513004,87.89587274033423,1121.0
radio,France Bleu,True,2000,38.311947336877175,39.47604028345998,570.0
radio,France Bleu,True,2001,34.63646580056023,41.481173775147234,1597.0
radio,France Bleu,True,2002,32.046099174249214,43.86056648153425,1609.0
radio,France Bleu,True,2003,34.28120288252227,42.501103120297806,1632.0
radio,France Bleu,True,2004,37.53233189187671,46.767179993390535,1600.0
radio,France Bleu,True,2005,37.85389362786568,28.018000425534773,1690.0
radio,France Bleu,True,2006,43.837265045054224,25.468448024545083,1591.0
radio,France Bleu,True,2007,42.53087071010711,26.789105460413055,1655.0
radio,France Bleu,True,2008,39.82230812961607,31.063999080104782,1621.0
radio,France Bleu,True,2009,41.65002752178754,23.908711946058094,1572.0
radio,France Bleu,True,2010,38.13473376507523,24.485089042767516,1655.0
radio,France Bleu,True,2011,37.97340246157834,26.606289857137217,1583.0
radio,France Bleu,True,2012,36.4496427966828,34.395941205164725,1602.0
radio,France Bleu,True,2013,35.32132791836533,38.73318265652044,1655.0
radio,France Bleu,True,2014,33.41125517972196,58.21489590228528,1568.0
radio,France Bleu,True,2015,34.78230197246604,58.7214416755296,1639.0
radio,France Bleu,True,2016,38.11098556197102,56.07937422406785,1639.0
radio,France Bleu,True,2017,39.01223452441084,50.166966743124334,1775.0
radio,France Bleu,True,2018,36.64983585580104,54.92866684337362,2662.0
radio,France Bleu,True,2019,37.21475103477449,58.6747875349603,1120.0
radio,France Culture,True,1995,26.493306730156824,82.45945894607,2130.0
radio,France Culture,True,1996,26.45951220838969,83.89917613371757,2118.0
radio,France Culture,True,1997,26.717378727798852,84.05583975537095,2089.0
radio,France Culture,True,1998,26.568255124270163,83.16089143990166,2102.0
radio,France Culture,True,1999,27.04228562033844,81.51906691376836,2221.0
radio,France Culture,True,2000,26.54346912100846,84.08809038873443,2081.0
radio,France Culture,True,2001,24.517416671579248,86.235740495952,1859.0
radio,France Culture,True,2002,24.647119439673606,87.01502325621911,1749.0
radio,France Culture,True,2003,25.289380757637225,87.10045840583126,1809.0
radio,France Culture,True,2004,24.789654757917123,88.36059882665892,1860.0
radio,France Culture,True,2005,23.798155390433095,87.24801718746136,1840.0
radio,France Culture,True,2006,25.009908921201486,90.23350027699713,1791.0
radio,France Culture,True,2007,26.608677607496002,90.86607485454695,1838.0
radio,France Culture,True,2008,27.194200109877787,91.10168840015862,1855.0
radio,France Culture,True,2009,26.558256618215754,90.64717838171453,1834.0
radio,France Culture,True,2010,28.185049562973713,90.20234587220844,1813.0
radio,France Culture,True,2011,29.61027366421729,90.55389320054978,1809.0
radio,France Culture,True,2012,29.346335830450386,89.50232268143206,1750.0
radio,France Culture,True,2013,29.366052358490414,89.70491039787026,1851.0
radio,France Culture,True,2014,31.190678445554816,89.90038550188628,1823.0
radio,France Culture,True,2015,31.12034338764448,84.72304169257619,1769.0
radio,France Culture,True,2016,32.590165533209586,89.82182483861249,1790.0
radio,France Culture,True,2017,35.058208610550764,89.497707683574,1725.0
radio,France Culture,True,2018,34.708221714908724,91.49794330122887,2580.0
radio,France Culture,True,2019,34.789278609078,91.9540254678803,1120.0
radio,France Info,True,1995,21.084562721312615,94.37907136225458,2107.0
radio,France Info,True,1996,22.31983725539606,94.19588000057499,2143.0
radio,France Info,True,1997,21.428715132779423,93.43283540170742,2125.0
radio,France Info,True,1998,21.682073499555273,93.35380991829655,2151.0
radio,France Info,True,1999,23.0463198417795,92.26573347040608,2174.0
radio,France Info,True,2000,25.447945975599907,93.6433298990049,1925.0
radio,France Info,True,2001,25.182645346979683,94.20685516354018,1639.0
radio,France Info,True,2002,26.18439259014434,94.05440269139446,1602.0
radio,France Info,True,2003,25.012043327389293,91.53341981251596,1649.0
radio,France Info,True,2004,25.05183989857242,90.61598968550676,1636.0
radio,France Info,True,2005,26.515004828604393,92.38107282424993,1584.0
radio,France Info,True,2006,28.191196548932005,92.85363825426785,1627.0
radio,France Info,True,2007,28.120099895033125,94.92972844091035,1643.0
radio,France Info,True,2008,29.552696515501854,96.11572752422988,1706.0
radio,France Info,True,2009,28.819505025786412,95.38499853452723,1632.0
radio,France Info,True,2010,29.42152760986765,94.30798860968365,1667.0
radio,France Info,True,2011,28.794778409671974,95.82925145010162,1698.0
radio,France Info,True,2012,29.572952232148587,95.58849656720908,1508.0
radio,France Info,True,2013,29.316371389487827,96.13001657096665,1630.0
radio,France Info,True,2014,30.77337628415755,96.89779747196957,1595.0
radio,France Info,True,2015,30.217628159967596,93.44486117764868,1630.0
radio,France Info,True,2016,30.154921556146363,95.8812745521964,1635.0
radio,France Info,True,2017,29.602137950545988,95.80285926320514,1766.0
radio,France Info,True,2018,30.231738086433435,95.57346610096859,2667.0
radio,France Info,True,2019,29.186492114868617,95.85734100790543,1120.0
radio,France Inter,True,1995,23.154675107278536,71.85698734516437,2085.0
radio,France Inter,True,1996,23.044628816126462,73.38868849167052,2173.0
radio,France Inter,True,1997,24.209414408490556,76.07058018412214,2122.0
radio,France Inter,True,1998,24.683776842462983,76.60521655841428,2098.0
radio,France Inter,True,1999,26.89423034142486,75.03644828342986,2179.0
radio,France Inter,True,2000,25.435155384077795,74.42963238615155,1874.0
radio,France Inter,True,2001,25.802433264125153,74.05839865626001,1709.0
radio,France Inter,True,2002,27.00359169957173,75.02100793050067,1693.0
radio,France Inter,True,2003,26.220366589466593,75.25497400792412,1629.0
radio,France Inter,True,2004,26.154545825662762,75.48417416143586,1579.0
radio,France Inter,True,2005,25.87900251513894,73.42353190225658,1619.0
radio,France Inter,True,2006,26.884425226267123,76.74321286202017,1654.0
radio,France Inter,True,2007,28.304854818782232,76.89353112338291,1674.0
radio,France Inter,True,2008,29.782164095472584,75.39992677856233,1677.0
radio,France Inter,True,2009,29.031617690530343,75.2704147232448,1641.0
radio,France Inter,True,2010,30.566419331672535,75.62654670609537,1648.0
radio,France Inter,True,2011,33.140272270100255,77.93818781715619,1634.0
radio,France Inter,True,2012,31.96567659964457,76.66364020203704,1495.0
radio,France Inter,True,2013,31.25318742545518,76.0589316510663,1632.0
radio,France Inter,True,2014,32.50758038805748,78.63035213672036,1642.0
radio,France Inter,True,2015,34.48039058626382,77.31997864981736,1669.0
radio,France Inter,True,2016,33.70817473792074,80.44654340093638,1625.0
radio,France Inter,True,2017,32.89720348004199,80.21119851818948,1812.0
radio,France Inter,True,2018,34.390612590538204,82.48126394278333,2755.0
radio,France Inter,True,2019,34.34310229103097,83.4591019893415,1120.0
radio,France Musique,True,1995,33.81679238499137,18.758201731137092,2060.0
radio,France Musique,True,1996,32.18476890587846,21.228685331803153,2144.0
radio,France Musique,True,1997,26.596747047566772,23.435696974134817,2116.0
radio,France Musique,True,1998,24.671746079510598,25.058050348251204,2130.0
radio,France Musique,True,1999,26.344210432561,26.132138979759663,2213.0
radio,France Musique,True,2000,27.1923856622358,29.080770522279764,2026.0
radio,France Musique,True,2001,18.82817609494691,24.66709346795173,1833.0
radio,France Musique,True,2002,16.842350781665907,21.266283226694817,1783.0
radio,France Musique,True,2003,18.306608058719366,20.18786084188619,1764.0
radio,France Musique,True,2004,15.829068977565377,21.71823324587963,1805.0
radio,France Musique,True,2005,20.660844146301514,23.12509959287211,1801.0
radio,France Musique,True,2006,21.957978366713423,25.45081728456855,1722.0
radio,France Musique,True,2007,21.99835763046493,26.021234160212547,1788.0
radio,France Musique,True,2008,17.375895239630225,22.86854533457911,1812.0
radio,France Musique,True,2009,17.938157216008218,23.223572411568394,1744.0
radio,France Musique,True,2010,21.560080312900443,21.985733785831314,1771.0
radio,France Musique,True,2011,24.402792134294916,21.9736555985423,1860.0
radio,France Musique,True,2012,21.582666887417947,25.146663657236846,1707.0
radio,France Musique,True,2013,28.54908529002147,28.859111476376704,1763.0
radio,France Musique,True,2014,28.8065047088233,27.721350392948413,1811.0
radio,France Musique,True,2015,26.74780732199707,26.820032371610996,1764.0
radio,France Musique,True,2016,32.15934239367761,26.39640951892218,1749.0
radio,France Musique,True,2017,35.98340748678462,24.19683651549261,1748.0
radio,France Musique,True,2018,36.15610117001081,23.634727470370724,2492.0
radio,France Musique,True,2019,37.9528529749255,24.116674808913437,1120.0
radio,Fun Radio,False,2001,24.834466263222133,29.311829156768148,655.0
radio,Fun Radio,False,2003,22.530317885941948,30.66091618917924,1614.0
radio,Fun Radio,False,2004,21.01982244811963,27.721952053027483,1638.0
radio,Fun Radio,False,2005,18.847856946018005,27.978367243322705,1633.0
radio,Fun Radio,False,2006,32.00736273723482,21.486559868158857,1605.0
radio,Fun Radio,False,2007,28.665868349418723,22.333819356678617,1625.0
radio,Fun Radio,False,2008,26.688679801245808,19.950637465340186,1658.0
radio,Fun Radio,False,2009,28.96434349925046,18.45550239623574,1591.0
radio,Fun Radio,False,2010,28.466356860414805,20.08849515082213,1660.0
radio,Fun Radio,False,2011,28.114294352153664,20.328450187043305,1674.0
radio,Fun Radio,False,2012,29.34799933704885,19.748476919220085,1619.0
radio,Fun Radio,False,2013,27.454888854321286,21.83235347347336,1642.0
radio,Fun Radio,False,2014,25.18603753227528,25.013508027936922,1583.0
radio,Fun Radio,False,2015,28.036430465155338,24.780068095875187,1635.0
radio,Fun Radio,False,2016,34.72051823082182,25.903252154749,1647.0
radio,Fun Radio,False,2017,35.99501203686068,28.13255831456951,1827.0
radio,Fun Radio,False,2018,35.15081695140639,28.953599253861807,2761.0
radio,Fun Radio,False,2019,35.1746139711973,29.81559319957049,1121.0
radio,MOUV,True,2012,26.41302687957854,39.90424308049174,1508.0
radio,MOUV,True,2013,27.585915391568633,37.69353343782827,1672.0
radio,MOUV,True,2014,35.19966908822155,22.78661532942569,1608.0
radio,MOUV,True,2015,35.46155208020755,17.144326052707594,1620.0
radio,MOUV,True,2016,32.15796509592144,17.460698230133854,1597.0
radio,MOUV,True,2017,26.287558878168856,16.917038117047728,1790.0
radio,MOUV,True,2018,22.750424509879043,16.36278897434042,2720.0
radio,MOUV,True,2019,22.448060471863585,15.29882262687148,1120.0
radio,NRJ,False,2002,19.871312881960137,20.781450683367495,846.0
radio,NRJ,False,2003,20.749310680765447,22.863000748209085,1632.0
radio,NRJ,False,2004,21.291824144384123,18.910367924273142,1611.0
radio,NRJ,False,2005,21.009304528212656,24.834556262348812,1645.0
radio,NRJ,False,2006,22.169085680155604,25.387351723793095,1651.0
radio,NRJ,False,2007,20.842509905237712,27.26535277311188,1628.0
radio,NRJ,False,2008,23.84381167072717,24.93091086493798,1648.0
radio,NRJ,False,2009,22.876215523126383,27.305603181235323,1595.0
radio,NRJ,False,2010,27.82591050495905,24.237527011325703,1604.0
radio,NRJ,False,2011,27.141962841964123,22.63638259737997,1656.0
radio,NRJ,False,2012,25.91099779179889,23.21126084040098,1568.0
radio,NRJ,False,2013,27.72183252863248,27.14498126222913,1601.0
radio,NRJ,False,2014,26.239420371121312,29.364215549987442,1681.0
radio,NRJ,False,2015,27.28895979782732,31.95038525065506,1632.0
radio,NRJ,False,2016,27.146358893088845,32.44020563675555,1688.0
radio,NRJ,False,2017,26.216932006057824,32.493915496868176,1776.0
radio,NRJ,False,2018,25.610606912497385,31.51283628809643,2733.0
radio,NRJ,False,2019,23.599100323152644,33.99586837454111,1120.0
radio,Nostalgie,False,2001,27.59088150908976,18.4830063319887,655.0
radio,Nostalgie,False,2003,30.691771681964,18.282069608199254,1703.0
radio,Nostalgie,False,2004,29.055527637008886,19.10678481428244,1628.0
radio,Nostalgie,False,2005,27.86991268134366,19.38266168293615,1619.0
radio,Nostalgie,False,2006,28.68837449831111,19.30481357818344,1603.0
radio,Nostalgie,False,2007,26.029041632193618,18.00338319628345,1619.0
radio,Nostalgie,False,2008,28.58466229370637,18.163300169624637,1608.0
radio,Nostalgie,False,2009,31.672880006482306,18.09057512638565,1627.0
radio,Nostalgie,False,2010,30.991078195360284,18.46151944549734,1644.0
radio,Nostalgie,False,2011,33.90542069700559,19.57727856379298,1621.0
radio,Nostalgie,False,2012,34.255108396813135,18.480182123505923,1668.0
radio,Nostalgie,False,2013,39.98061695978606,19.521743655521174,1637.0
radio,Nostalgie,False,2014,40.95483552534692,20.47604487689894,1656.0
radio,Nostalgie,False,2015,38.12403936532441,21.010735319262526,1595.0
radio,Nostalgie,False,2016,39.16218214885557,20.30135122785431,1689.0
radio,Nostalgie,False,2017,39.56458197240957,18.25415093268373,1722.0
radio,Nostalgie,False,2018,37.30006373071829,18.814472344047765,2652.0
radio,Nostalgie,False,2019,36.49080550498661,18.951059959953017,1120.0
radio,RFI,True,2000,29.21668085924457,86.03487637226169,1586.0
radio,RFI,True,2001,29.421712151422742,88.43629675229177,1657.0
radio,RFI,True,2002,29.53184171569163,88.62745791016498,1586.0
radio,RFI,True,2003,28.737272321352236,88.9283618721251,1609.0
radio,RFI,True,2004,28.670031809983143,88.78301708872978,1627.0
radio,RFI,True,2005,30.826719489397597,90.55293702179611,1624.0
radio,RFI,True,2006,31.27587693748129,86.81882528724188,1624.0
radio,RFI,True,2007,31.98765769161585,89.25883065505718,1601.0
radio,RFI,True,2008,31.152299036925346,89.1004303745379,1648.0
radio,RFI,True,2009,33.42017601031054,78.10322517965702,1576.0
radio,RFI,True,2010,32.071815994678026,88.09339701659017,1599.0
radio,RFI,True,2011,30.803712753867202,85.60361229343209,1624.0
radio,RFI,True,2012,30.97245626385851,89.40314758084781,1671.0
radio,RFI,True,2013,32.43066970758293,89.87486242206967,1613.0
radio,RFI,True,2014,36.39913883391533,89.83112719211921,1635.0
radio,RFI,True,2015,33.84550392296675,89.57583897593646,1583.0
radio,RFI,True,2016,34.69744731301957,89.97810536782308,1666.0
radio,RFI,True,2017,34.0340717506062,89.75891600857109,1764.0
radio,RFI,True,2018,33.151779790071906,91.23727426556897,2779.0
radio,RFI,True,2019,32.11019626231199,92.22013730816064,1120.0
radio,RFM,False,2002,33.46871278467056,12.563995570203815,723.0
radio,RFM,False,2003,34.19015928982982,15.84972092282037,1564.0
radio,RFM,False,2004,33.526031698210076,13.646731036363061,1554.0
radio,RFM,False,2005,36.905782639667265,14.70966510267445,1645.0
radio,RFM,False,2006,26.918687880856947,16.813653496953634,1619.0
radio,RFM,False,2007,26.969256688388267,15.250624944837343,1727.0
radio,RFM,False,2008,27.52984881585331,13.776122686677702,1586.0
radio,RFM,False,2009,31.656884838361886,13.840432063862314,1600.0
radio,RFM,False,2010,31.45320696076809,14.112735418982334,1641.0
radio,RFM,False,2011,34.82297592832659,14.457463923873654,1648.0
radio,RFM,False,2012,31.335199201971292,15.15412083616076,1664.0
radio,RFM,False,2013,34.23104908144976,13.7580648346947,1619.0
radio,RFM,False,2014,33.241051828545096,13.175974151320885,1641.0
radio,RFM,False,2015,32.392987001697946,15.299243996241325,1664.0
radio,RFM,False,2016,33.64233990877295,17.771330943723164,1551.0
radio,RFM,False,2017,35.26090746019392,17.062382239855605,1792.0
radio,RFM,False,2018,34.81562871892078,18.1781115604435,2719.0
radio,RFM,False,2019,34.626478819031604,19.88865641920525,1121.0
radio,RMC,False,2001,24.72236851098466,88.1855029580711,1678.0
radio,RMC,False,2002,25.44385958029311,95.34681187732556,1649.0
radio,RMC,False,2003,25.620971374595484,94.88829059085307,1587.0
radio,RMC,False,2004,24.86227125954769,96.42328837723039,1584.0
radio,RMC,False,2005,19.758080932435888,95.45848687811845,1556.0
radio,RMC,False,2006,18.251236819664854,95.95932812877612,1694.0
radio,RMC,False,2007,17.837473822658087,95.80350087682045,1652.0
radio,RMC,False,2008,17.662374308921283,95.89124011801918,1658.0
radio,RMC,False,2009,17.754179512733884,95.89783065779474,1597.0
radio,RMC,False,2010,17.182985154584664,95.34296218118985,1629.0
radio,RMC,False,2011,16.71187829423589,94.23712639118777,1623.0
radio,RMC,False,2012,16.08334016873704,94.47913223937266,1683.0
radio,RMC,False,2013,17.147354292588968,94.96254329056974,1578.0
radio,RMC,False,2014,17.068201717335505,95.74239631759019,1626.0
radio,RMC,False,2015,17.667537924451263,95.49737164359497,1653.0
radio,RMC,False,2016,16.989229404903625,95.72777495416719,1638.0
radio,RMC,False,2017,16.69744096469556,95.85739964450171,1764.0
radio,RMC,False,2018,16.580603035192738,95.53892095802516,2792.0
radio,RMC,False,2019,17.332148549823128,95.97962488808615,1121.0
radio,RTL,False,2001,26.436943538671997,69.25682822011635,1697.0
radio,RTL,False,2002,28.318784660128426,72.77092808592107,1671.0
radio,RTL,False,2003,27.393142587169933,74.84036949483857,1656.0
radio,RTL,False,2004,27.426054793172,74.4274063712296,1629.0
radio,RTL,False,2005,26.372511746277016,72.68147722710609,1626.0
radio,RTL,False,2006,25.912728000334866,75.99789735722395,1601.0
radio,RTL,False,2007,24.103048284718614,77.62703495290422,1689.0
radio,RTL,False,2008,23.988117434339053,80.5632019482219,1668.0
radio,RTL,False,2009,25.16340198107723,82.00724943687696,1618.0
radio,RTL,False,2010,26.086052011491663,81.94766528674491,1609.0
radio,RTL,False,2011,26.628004043875475,82.77805276231776,1631.0
radio,RTL,False,2012,27.135949838098394,83.81646299742214,1650.0
radio,RTL,False,2013,28.82729651150873,82.8070338631498,1606.0
radio,RTL,False,2014,27.522375833494962,84.03765477167676,1581.0
radio,RTL,False,2015,28.92310047991458,83.22382222632937,1651.0
radio,RTL,False,2016,28.04277644971849,84.44037046699718,1567.0
radio,RTL,False,2017,29.203447380372648,83.7354421158457,1753.0
radio,RTL,False,2018,29.639974693526717,84.91657552936987,2737.0
radio,RTL,False,2019,31.431721709202954,86.63613440285975,1120.0
radio,RTL 2,False,2002,31.176975476418605,16.381711396189353,793.0
radio,RTL 2,False,2003,31.045340884394967,18.820162888334785,1633.0
radio,RTL 2,False,2004,33.33399871769509,15.214285867704996,1596.0
radio,RTL 2,False,2005,33.10641279378454,14.581917662408708,1669.0
radio,RTL 2,False,2006,31.207055875297403,12.42435819192462,1608.0
radio,RTL 2,False,2007,38.28493128652301,12.782929069178351,1632.0
radio,RTL 2,False,2008,43.20330209880645,12.269614439188786,1614.0
radio,RTL 2,False,2009,43.33932234832236,12.608182629165066,1687.0
radio,RTL 2,False,2010,43.911226990471334,13.289377868331883,1743.0
radio,RTL 2,False,2011,47.79583293026206,12.493727897215743,1602.0
radio,RTL 2,False,2012,47.7599003025203,13.688743217135146,1584.0
radio,RTL 2,False,2013,46.27978046399612,16.240239487515566,1617.0
radio,RTL 2,False,2014,44.310358777016006,15.529623408181415,1631.0
radio,RTL 2,False,2015,44.71229154246779,16.10915986886911,1604.0
radio,RTL 2,False,2016,41.79833778972801,16.853183644588643,1651.0
radio,RTL 2,False,2017,43.2456506341513,17.894427666190303,1787.0
radio,RTL 2,False,2018,44.261682307854024,18.34624163365745,2764.0
radio,RTL 2,False,2019,45.736669685076116,18.885698718057174,1120.0
radio,Radio Classique,False,2009,41.74347630235187,23.232317673326616,1774.0
radio,Radio Classique,False,2010,46.3716120620806,23.038205205405728,1795.0
radio,Radio Classique,False,2011,40.131429211004324,25.91636968322296,1794.0
radio,Radio Classique,False,2012,39.71212006083773,26.802179005248988,1830.0
radio,Radio Classique,False,2013,39.30199677250901,26.026808341123665,1831.0
radio,Radio Classique,False,2014,36.36833601875193,28.469369912786323,1842.0
radio,Radio Classique,False,2015,35.72504431639081,27.63548195163552,1796.0
radio,Radio Classique,False,2016,36.225667771886144,27.92235089669563,1825.0
radio,Radio Classique,False,2017,34.34968716836225,29.580634974296917,1842.0
radio,Radio Classique,False,2018,36.354800511484285,28.1869916172167,2541.0
radio,Radio Classique,False,2019,38.67254741335386,29.097185918292574,1121.0
radio,Rire et Chansons,False,2009,23.945081772126077,68.63363846377423,1709.0
radio,Rire et Chansons,False,2010,27.43692756303904,67.07057532443488,1697.0
radio,Rire et Chansons,False,2011,25.5693183492657,66.75059397067193,1612.0
radio,Rire et Chansons,False,2012,25.677300245509183,66.00588889226655,1648.0
radio,Rire et Chansons,False,2013,27.107276659962288,60.5746397718559,1650.0
radio,Rire et Chansons,False,2014,24.922992410929993,62.09117816306788,1647.0
radio,Rire et Chansons,False,2015,26.313595560040003,69.13557788895164,1610.0
radio,Rire et Chansons,False,2016,26.681387871725754,74.3148358680132,1640.0
radio,Rire et Chansons,False,2017,27.2503635034477,73.51825128343387,1786.0
radio,Rire et Chansons,False,2018,26.213523988005356,70.75402405660826,2626.0
radio,Rire et Chansons,False,2019,25.63334650039903,71.00568393951686,1121.0
radio,Skyrock,False,2001,18.28415949068026,24.82628002945999,664.0
radio,Skyrock,False,2002,18.91632559094845,29.309002842050415,1390.0
radio,Skyrock,False,2003,18.795643039554346,29.844115180533286,1723.0
radio,Skyrock,False,2004,17.614834713633126,29.3802553107752,1617.0
radio,Skyrock,False,2005,18.17789463257266,31.80427111613874,1656.0
radio,Skyrock,False,2006,20.045392206395015,33.16655115030521,1648.0
radio,Skyrock,False,2007,20.13689204828235,33.306509329321784,1644.0
